,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_multinomialnb__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.2518312931060791,0.009535757838846292,0.051664876937866214,0.002638536973663831,0.01,{'multinomialnb__alpha': 0.01},0.8396825396825397,0.8178571428571427,0.7642857142857142,0.817857142857143,0.6440476190476191,0.7767460317460317,0.0708595500814287,1
1,0.24323253631591796,0.005496784504340949,0.054403162002563475,0.003986025237897907,0.015,{'multinomialnb__alpha': 0.015},0.8396825396825397,0.8178571428571427,0.7642857142857142,0.817857142857143,0.6440476190476191,0.7767460317460317,0.0708595500814287,1
2,0.2395728588104248,0.0034555608371581283,0.05162825584411621,0.004714379058054851,0.019999999999999997,{'multinomialnb__alpha': 0.019999999999999997},0.8396825396825397,0.8178571428571427,0.7642857142857142,0.817857142857143,0.6440476190476191,0.7767460317460317,0.0708595500814287,1
3,0.2456986904144287,0.004789539350221247,0.04895648956298828,0.001969352845646819,0.024999999999999998,{'multinomialnb__alpha': 0.024999999999999998},0.8396825396825397,0.8178571428571427,0.7642857142857142,0.817857142857143,0.6440476190476191,0.7767460317460317,0.0708595500814287,1
4,0.24325094223022461,0.008260817108078243,0.04982609748840332,0.0016571521107297655,0.03,{'multinomialnb__alpha': 0.03},0.8396825396825397,0.8178571428571427,0.7642857142857142,0.817857142857143,0.6440476190476191,0.7767460317460317,0.0708595500814287,1
5,0.24185938835144044,0.0021695864089369267,0.050667524337768555,0.00038336378994977135,0.034999999999999996,{'multinomialnb__alpha': 0.034999999999999996},0.8396825396825397,0.8178571428571427,0.7642857142857142,0.817857142857143,0.6440476190476191,0.7767460317460317,0.0708595500814287,1
6,0.24220032691955568,0.006225921404366337,0.05003886222839356,0.0008705841850183939,0.039999999999999994,{'multinomialnb__alpha': 0.039999999999999994},0.8396825396825397,0.8178571428571427,0.7642857142857142,0.817857142857143,0.6440476190476191,0.7767460317460317,0.0708595500814287,1
7,0.24930691719055176,0.007613166422662401,0.04996132850646973,0.0009490636953221669,0.045,{'multinomialnb__alpha': 0.045},0.8396825396825397,0.8178571428571427,0.7130952380952382,0.817857142857143,0.6440476190476191,0.7665079365079366,0.0754684705547356,11
8,0.2633681297302246,0.022516860961215284,0.04954986572265625,0.001328914374729605,0.049999999999999996,{'multinomialnb__alpha': 0.049999999999999996},0.8396825396825397,0.8178571428571427,0.7130952380952382,0.817857142857143,0.6567460317460317,0.7690476190476191,0.0714091684405061,8
9,0.25211448669433595,0.005560630828309201,0.050805187225341795,0.0011001612562217128,0.05499999999999999,{'multinomialnb__alpha': 0.05499999999999999},0.8396825396825397,0.8178571428571427,0.7130952380952382,0.817857142857143,0.6567460317460317,0.7690476190476191,0.0714091684405061,8
10,0.24387154579162598,0.004249757616847909,0.05334649085998535,0.004568101719177009,0.05999999999999999,{'multinomialnb__alpha': 0.05999999999999999},0.8396825396825397,0.8178571428571427,0.7130952380952382,0.817857142857143,0.6567460317460317,0.7690476190476191,0.0714091684405061,8
11,0.24297175407409669,0.004539742278940639,0.049888896942138675,0.004275353363193226,0.06499999999999999,{'multinomialnb__alpha': 0.06499999999999999},0.8396825396825397,0.7706349206349206,0.7130952380952382,0.817857142857143,0.6567460317460317,0.7596031746031746,0.06733573931326287,12
12,0.2445835590362549,0.0030300311127462154,0.04932904243469238,0.0011896775094415181,0.06999999999999999,{'multinomialnb__alpha': 0.06999999999999999},0.8396825396825397,0.7706349206349206,0.7130952380952382,0.817857142857143,0.6567460317460317,0.7596031746031746,0.06733573931326287,12
13,0.24373393058776854,0.006538702240038045,0.05050644874572754,0.0010948311014933765,0.07499999999999998,{'multinomialnb__alpha': 0.07499999999999998},0.8396825396825397,0.7706349206349206,0.7130952380952382,0.817857142857143,0.6567460317460317,0.7596031746031746,0.06733573931326287,12
14,0.24565644264221193,0.004312071323427441,0.050249671936035155,0.0009562590571829737,0.07999999999999999,{'multinomialnb__alpha': 0.07999999999999999},0.8396825396825397,0.7706349206349206,0.7130952380952382,0.817857142857143,0.6567460317460317,0.7596031746031746,0.06733573931326287,12
15,0.24420876502990724,0.004585669360146009,0.05042324066162109,0.0019817644498945322,0.08499999999999998,{'multinomialnb__alpha': 0.08499999999999998},0.8396825396825397,0.7706349206349206,0.7130952380952382,0.817857142857143,0.6567460317460317,0.7596031746031746,0.06733573931326287,12
16,0.247953462600708,0.005820895421970958,0.04790792465209961,0.0016814043446315285,0.08999999999999998,{'multinomialnb__alpha': 0.08999999999999998},0.8396825396825397,0.7706349206349206,0.7130952380952382,0.817857142857143,0.6567460317460317,0.7596031746031746,0.06733573931326287,12
17,0.24606428146362305,0.004021912188307954,0.04562506675720215,0.006099487487185046,0.09499999999999999,{'multinomialnb__alpha': 0.09499999999999999},0.8396825396825397,0.7706349206349206,0.7130952380952382,0.817857142857143,0.6567460317460317,0.7596031746031746,0.06733573931326287,12
